"Event","Return Type (Candidate/Senate Group)","Name","Total Electoral Expenditure","Broadcasting Cost","Publishing Cost","Display Ad Cost","Direct Mailing","Campaign Material Costs","Opinion Polls"
"2020 Groom by-election","Candidate","FARQUHARSON, Craig Stuart","5491","0","0","0","0","0","0"
"2020 Groom by-election","Candidate","HAMILTON, Garth Russell","0","0","0","0","0","0","0"
"2020 Groom by-election","Candidate","JEPHCOTT, Sandra Barbara","0","0","0","0","0","0","0"
"2020 Groom by-election","Candidate","MEIBUSCH, Christopher John","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","ANGEL, Joylene Pearl","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","BALDERSTONE, Michael","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","BOSI, Riccardo Umberto Guerrino","4591","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","GRIFF, Catherine","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","HICKS, Trevor William","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","HOLGATE, James Bruce","1505","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","JANSSON, James Anthony","8986","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","KOTVOJS, Fiona","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","McBAIN, Kristy Louise","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","McCRAE, Dean Malcolm","0","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","PORTER, Karen Michelle","9560","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","POTTER, Jason Andrew","5447","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","STADTMILLER, Matthew Peter","2804","0","0","0","0","0","0"
"2020 Eden-Monaro by-election","Candidate","STOREY, Narelle Beth","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","AAI REDDY, Nikhil Kumar Reddy","15358","0","0","0","0","0","0"
"2019 Federal election","Candidate","ABBOTT, Anthony John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ABDO, Lynda","4500","0","0","0","0","0","0"
"2019 Federal election","Candidate","ABRAHAMS, David Fraser","22343","0","0","0","0","0","0"
"2019 Federal election","Candidate","ABSOLON, Mark Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ADAMS, Angela Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ADAMS, Anthony Joseph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ADAMS, Naomi Janine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ADDINK, Carmela Josephine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ADRELIUS, Per Helge","4082","0","0","0","0","0","0"
"2019 Federal election","Candidate","AHMED, Mubahil","2850","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALBANESE, Anthony Norman","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALBARRI, Yassin Akram","3600","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALDRIDGE, Mark Marshall","2500","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALEXANDER, John Gilbert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALLAN, Shane Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALLEN, Katrina Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALLWOOD, Sean Philip","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ALY, Anne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANDERSON, Chad Clark","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANDERSON, David Barrett","4000","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANDREWS, Karen Lesley","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANDREWS, Kevin James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANDREWS, Peter James","2450","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANGEL, Joylene Pearl","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANGUS, Joshua James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANNING, William Fraser","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ANTIC, Alexander Charles","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ARCHER, Bridget Kathleen","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ARCHIBALD, David Colin","21590","0","0","0","0","0","0"
"2019 Federal election","Candidate","ARMSTRONG, Steven Roy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ARTHUR, Luke Andrew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ASHBY, Jo-Anne Jacka","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ASHMOR, Kate","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ASHRAF, Mohammed Nadeem","4100","0","0","0","0","0","0"
"2019 Federal election","Candidate","ATKINS, Damien Angus","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ATLEE, Christopher James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","AUGUST, John Peter","1545","0","0","0","0","0","0"
"2019 Federal election","Candidate","AUSTIN, Stephen Frank","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","AUSTRALIE, Sinim Barbara","8445","0","0","0","0","0","0"
"2019 Federal election","Candidate","AYOUB, Jack","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","AYRES, Timothy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","AYTON, Philip John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BACHER, Rupert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAILEY, Kevin Christopher","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAIN, Peter Timothy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAKER, Esther Susanne","5294","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAKER, Jaiben Glenn","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAKER, Norman Frederick","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAKER, Phillip Raymond","6716","0","0","0","0","0","0"
"2019 Federal election","Candidate","BALDERSTONE, Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BALL, Jason David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAMBRICK, Paul Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BANDT, Adam Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BANKS, Andrew Richard","3340","0","0","0","0","0","0"
"2019 Federal election","Candidate","BANKS, Julia Helen","107942","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARBER, Allan James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARBER, Russell Willis","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARKER, Neil Douglas","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARKER, Travis Lee","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARNES, Alice Joy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARNES, Heather","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARNETT, Tom","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARTLETT, Andrew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BARTLETT, Yasmin Maree","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BASTER, Thomas John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BATZKE, Yodie Wilma","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAUER, Russell John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BAYLES, Michael Graham","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEAMER, Diane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEAZLEY, Hannah","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BECK, Lance Gregory","28902","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEDFORD, Paul James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEERS, Zac Craig","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELCHER, Euan Richard Gudjbahl","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Andrew Millin","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Angie Marion","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Barbara Emily","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Sharon","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Tracey Leanne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL, Wayne Lyndsay","1000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELLENGER, Carol Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BELL-HENSELIN, Tracey June","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BENTLEY, Lisa Maree","6403","0","0","0","0","0","0"
"2019 Federal election","Candidate","BERNIER, Christine Pamela","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BERTRAM, Miranda Frida","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BERTUCH, Susan Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEST, Nicholas William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BETTS, Kenneth Gordon","3350","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEVERIDGE, Franklin Charles","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEVERIDGE, Susan Eleanore","5500","0","0","0","0","0","0"
"2019 Federal election","Candidate","BEVIS, Karen Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BILIC, Dennis","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BILLI, Maurice","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BILYK, Catryna Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BINGHAM, Jarrod James","17844","0","0","0","0","0","0"
"2019 Federal election","Candidate","BIRD, Sharon Leah","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BIRKBECK, George Louis","3697","0","0","0","0","0","0"
"2019 Federal election","Candidate","BIRKETT, Scott Hensler","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BISGROVE, Stephen Fredrick Eric","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLACKADDER, Samuel Roy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLAIKLOCK, Jason","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLAKE, David Ronald","2679","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLAKE, Siobhan Isobel Robertson","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLAKESTER, Adam Foster","95352","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLEWITT, Wayne Alan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLOOMFIELD, Michael John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BLYTH, Stephan James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOCK, Andrew","40349","0","0","0","0","0","0"
"2019 Federal election","Candidate","BODDY, Max","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOHM, Timothy","20000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOLLING, Roger William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOLTON, Karin Alexandra","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOLTON, Susanne Alison","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BONDS, Stuart Thomas","15000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BORSAK, Wayne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOSHAMMER, Nerilee Jean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOSI, Riccardo Umberto Guerrino","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOSSIE, Craig John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOSWELL, Marion","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOTHA, Trischa Gene","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOUNDY, Laurence Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOURKE, Garry Mark","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOURKE, William John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOURNE, Anne Frances","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOURNE, Kathleen Margaret","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOURNE, Scott Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOWDEN, Jennifer Anne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOWEN, Christopher Eyles Guy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOWER, Rodney Scott","1611","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOWRON, Ian John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOXALL, Jane","400","0","0","0","0","0","0"
"2019 Federal election","Candidate","BOYANTON, Timothy William","130","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRADDOCK, Andrew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRADLEY, Gregory John","2500","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRADLEY, Phillip John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRADLEY, Rodney William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRAGG, Andrew James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRAKEY, Craig Terence","45936","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRAZIER, Matthew Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BREAKWELL, Kathryn Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BREMNER YOUNG, Sean Peter","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BREWER, Kerri Jane","900","0","0","0","0","0","0"
"2019 Federal election","Candidate","BREWSTER, Martin David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRIESE, Tania","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRINDLE, William James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRISKEY, Joanna Leigh","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROADBENT, Russell Evan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROADFOOT, Andrea Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROCKMAN, William Edward Slade","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROHMAN, Maureen","235","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROLLO, Darren Gene","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROMLEY, Dale Geoffrey","2400","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROWN, Carol Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROWN, Geoffrey David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROWN, Jenny-Rebecca","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BROWN, Siobhann Linda","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRYAN, Matthew James","505","0","0","0","0","0","0"
"2019 Federal election","Candidate","BRYAR, Daniel Alexander","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUCHHOLZ, Scott Andrew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUCKLEY, Gabriel Jon","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUCKLEY, Sonia Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUCKMAN, Christopher","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUDDE, Sharon Janene","645","0","0","0","0","0","0"
"2019 Federal election","Candidate","BULLEN, Kristopher","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUNYAN, Brendan Kelvin John","9940","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURGE, Karen Margaret","5375","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURGOYNE, Joshua Roland","1000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURKE, Anthony Stephen","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURNESS, Lyle Ross","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURNEY, Linda Jean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURNS, Joshua Solomon","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURNSIDE, Julian William Kennedy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURNUM BURNUM, Marelle Fay","2000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURROW, Timothy John","4924","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURSTON, Brian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURSTON, Graham","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BURTON, Tracy Jo-Anne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTLAND, Colin James","4430","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTLER, Deborah Joy","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTLER, Mark Christopher","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTLER, Robert Hugh","2000","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTLER, Terri Megan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BUTTEL, Christopher Ernest","1500","0","0","0","0","0","0"
"2019 Federal election","Candidate","BYATT, Mark Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BYFIELD, Rebecca Anthea","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNE, Anthony Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNE, Peter Damien","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNES, Amy Rose","50","0","0","0","0","0","0"
"2019 Federal election","Candidate","CADART, Bertrand","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAHILL, Jordan Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CALABRO, Antonino","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CALAUTTI, Michael Joseph","250","0","0","0","0","0","0"
"2019 Federal election","Candidate","CALWELL-BROWNE, Asher Joseph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMENZULI, Charles Joseph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Beverley Tani","1100","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Brad Alan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Gaye","18816","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Ian John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Judith Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMM, Amanda Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Meredith Melinda","2050","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Petra","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Trudy Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Wylie Owen","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CANE, Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAO, Gui Dong","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAREW-HOPKINS, Brian David","5500","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARMICHAEL, John William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARMODY, Richard James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARRIE-WILSON, Sebastian Stewart John","2452","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARSWELL, Brad Douglas","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARTER, Travis Lesley","5467","0","0","0","0","0","0"
"2019 Federal election","Candidate","CARUANA, Edward Laurence","3000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CASEY, James Ward","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CASLEY, John Sommers Tiger","13500","0","0","0","0","0","0"
"2019 Federal election","Candidate","CASTIEAU, Peter","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CASTLEY, Leanne Gaye","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CASTRIQUE, Andrew John","2000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CAULFIELD, Darren James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHALMERS, James Edward","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Aoife Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Candace","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Nicholas David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDLER, Claire","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDLER, William Robert","5578","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDLER-MATHER, Max","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDRA, Sunny Pratap","80000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDRALA, Aruna","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHANG, Tshung-Hui","65","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHARLETON, Peter Robson","13570","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHARLTON, Anne Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHAU, Vinh Van","2681","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHAWLA, Sahil","5000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHEHOFF, Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHEN, Shuyi","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHEOK, Adrian David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHESTER, Darren Jeffrey","288","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHESTERFIELD-EVANS, Arthur","12670","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHESTERS, Lisa Marie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHETTIPALLY, Livingston","20602","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHHABRA, Prakul","1400","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHIA, Rosalind Marie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHIDLEY, Emmeline Camillus","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHILCOTT, Rodney Ralph","5000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHRISTENSEN, George Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHRISTIANSEN, Darren Lee","10000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CHRISTIE, Jamie Alan","145519","0","0","0","0","0","0"
"2019 Federal election","Candidate","CICCONE, Raffaele","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLANCY, Nadia Peace","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARE, Brian Francis Buckley","4311","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARE, Jason Dean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARK, Philippa Jean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARK, Ryan Leslie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARKE, Brendan Michael","3120","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARKE, Brett Nathan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLARKE, Shane Jonathen","750","0","0","0","0","0","0"
"2019 Federal election","Candidate","CLAYDON, Sharon Catherine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COCKS, Edward John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COKER, Elizabeth Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLBECK, Richard Mansell","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLE, Damien Mojique","23383","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLEMAN, David Bernard","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLEMAN, Robyn Leonie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLES, Donald Gordon","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLLINS, Julie Elizabeth","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLLINS, Julie Maree","38301","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLLINS, Simone Gaye","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLLIS, Rachel Melissa","4000","0","0","0","0","0","0"
"2019 Federal election","Candidate","COLLYER, David James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COMMANE, Damian Anthony Manuera","7972","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONAGHAN, Patrick John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONNELLY, Vincent Gerard","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONNOLLY, Wayne John","3000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONNOR, Catherine Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONROY, Patrick Martin","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONSANDINE, Peter Warren","4260","0","0","0","0","0","0"
"2019 Federal election","Candidate","CONSTABLE, Gae Marie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COOKE, Brett Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COOKSON, Asher Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COOPER, Carl Gerard","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COOPER, Mark William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CORDNER HUNT, Kammy Baillieu","7500","0","0","0","0","0","0"
"2019 Federal election","Candidate","COSSAR, Peter Andrew John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COSTA, Phillip John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COSTANTINO, Vinita","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COTTER, Neil Thomas","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COTTERILL, Joanne Gail","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COULTON, Mark Maclean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COUTTS, Leah Marie","37","0","0","0","0","0","0"
"2019 Federal election","Candidate","COWLING, Kylie Natasha","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COWTON, Gary Phillip","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COX, Henry Raymond Tweedale","7500","0","0","0","0","0","0"
"2019 Federal election","Candidate","COX, Morgan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COYNE, Benedict Joseph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","COZYN, Peter Wallis","500","0","0","0","0","0","0"
"2019 Federal election","Candidate","CRABTREE, Jonathan Ian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CRAIES, Teddy Jameson","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CRAMER, Liberty Claire","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CRAWFORD, Louise Maree","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CREASEY, Luke Jerrard","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CREIGHTON, Paul Bernard William","0","0","0","0","0","0","0"
