"Event","Return Type (Candidate/Senate Group)","Name","Total Electoral Expenditure","Broadcasting Cost","Publishing Cost","Display Ad Cost","Direct Mailing","Campaign Material Costs","Opinion Polls"
"2010 Federal election","Candidate","MONTGOMERY, Sandra","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOONEY, Anthony John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOORE, Catherine Patricia","3415","0","744","0","1946","725","0"
"2010 Federal election","Candidate","MOORE, Jessica Ruth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOORE, Lauren Amelia","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOORE, Palitja Jane Forrest","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOORE, Serena","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MORAN, Peter Charles","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MORRISON, Edwin John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MORRISON, Scott John","2033","0","0","0","1072","961","0"
"2010 Federal election","Candidate","MORRISSEY, Simone Louise","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MORTENSEN, Hugh David","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOURITZ, Delys Jane","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOWEN, Bevan Alan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOYLAN, Judith Eleanor","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MOYLE, Colin David","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MUIR, Kado","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MUIRHEAD, James Gerard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MULHOLLAND, Sylvia Grace","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MULLER, Iris","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MUMBY, Daniel Victor Lang","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MUMBY, Elizabeth Ruth Gaye","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MURNAIN, Anne Marie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MURPHY, John Paul","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MURRAY, Joel Anthony","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","MURRAY, Julie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NAILON, Robert Scott","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NAM, Ken Cook","8876","0","3556","0","0","5320","0"
"2010 Federal election","Candidate","NARAYANAN, Deborah Anne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NARDIZZI, Joseph Michael Anthony","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NASH, Fiona Joy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NASON, Charles Norman","7450","797","6323","0","330","0","0"
"2010 Federal election","Candidate","NEAL, Stuart Robert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEAL, Suzanne Patricia","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEAL, Timothy Andrew","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEGLINE, Andrew Joseph","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NELSON, Ian John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEUMANN, Shayne Kenneth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEVILLE, Paul Christopher","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NEWHOUSE, Andrew John","500","0","0","0","500","0","0"
"2010 Federal election","Candidate","NEWSON, Grant Douglas","352","0","352","0","0","0","0"
"2010 Federal election","Candidate","NGUYEN, Don","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NGUYEN, John Thuy Vu","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NICHOLLS, Marie Cheryl","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NICHOLSON, Barrie Sinclair","891","0","495","0","396","0","0"
"2010 Federal election","Candidate","NICKSON, Amanda","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NIGHTINGALE, Lee David","1100","0","0","0","1000","0","100"
"2010 Federal election","Candidate","NILE, Elaine Blanche","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NOACK, Michael Daniel","143","0","0","0","143","0","0"
"2010 Federal election","Candidate","NORSWORTHY, Jessyka Joy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NORSWORTHY, Nolene Joy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NORWICK, Alexander Felix","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","NOYES, Lucas James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OAKESHOTT, Robert James","78237","36154","5357","0","28771","7955","0"
"2010 Federal election","Candidate","O'BRIEN, Robert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'CALLAGHAN, Benjamin Thomas","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'CONNOR, Brendan Patrick","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'CONNOR, Jennifer Rose","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'CONNOR, Mark Kevin","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'CONNOR, Patrick","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'DONNELL, Michael Kevin","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'DOWD, Kenneth Desmond","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'DWYER, Kelly Megan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OLSEN, Simon William","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OLYSLAGERS, Joshua","500","0","0","0","500","0","0"
"2010 Federal election","Candidate","O'NEILL, Astrid","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","O'NEILL, Deborah Mary","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ONG, Gary","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OSBORNE, Michael Edward","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OSMOND, Rebekah","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OTTAVI, Dino","10522","2959","684","0","1509","2500","2870"
"2010 Federal election","Candidate","OWEN, Christopher David","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OWEN, Elizabeth Anne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OWENS, Julie Ann","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","OXENFORD, Ian","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PADGHAM, Christopher Edward","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PAECH, Adrian Graeme","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PAPE, Bryan Reginald","700","0","500","0","200","0","0"
"2010 Federal election","Candidate","PARKE, Melissa","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PARKER, Christopher Robert","4311","0","415","0","3896","0","0"
"2010 Federal election","Candidate","PARKES, Donald Francis","263","0","0","0","140","123","0"
"2010 Federal election","Candidate","PARMETER, Matthew Francis","1000","0","0","0","1000","0","0"
"2010 Federal election","Candidate","PARRIS, Hannah Ruth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PARRY, Stephen Shane","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PARSONS, Lawrence Edward","2200","0","0","0","700","1500","0"
"2010 Federal election","Candidate","PARSONS, Leon Michael","99","0","0","0","99","0","0"
"2010 Federal election","Candidate","PARSONS, Phillipa","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PATEL, Kalpesh","7817","0","1965","952","2400","2000","500"
"2010 Federal election","Candidate","PATERSON, Brett","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PATTEN, Fiona Heather","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PAYNE, Geoffrey Neil","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEACOCK, Wendy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEAKE, Christine Ann","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEAKE, Paul Thomas Doone","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEARCE, Daniel Jon","2177","0","0","0","2177","0","0"
"2010 Federal election","Candidate","PEARSON, Georgia","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEEBLES, Robyn Elizabeth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PEPPER, Christopher John","250","0","0","0","250","0","0"
"2010 Federal election","Candidate","PERDON, Wendy Joy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PERKINS, John Leslie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PERRETT, Graham Douglas","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETER, Andrew Mark","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETERS, Jennifer Jean","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETERS, Lindsay Andrew","9252","0","2551","0","6701","0","0"
"2010 Federal election","Candidate","PETERSEN, Luke Raymond","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETERSEN, Patricia May","5500","0","0","0","2500","3000","0"
"2010 Federal election","Candidate","PETERSEN, Terje","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETERSON, Benjamin John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PETTITT, Anthony","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PHILLIPS, Andrew James","363","0","0","0","258","105","0"
"2010 Federal election","Candidate","PHILLIPS, John William","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PHILLIPS, Richard Frank","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PHILLIPS, Robin Antony","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PICCININI, Paula","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PICKSTONE, Mitchell Ben","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PILLING, Neil Robert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PLIBERSEK, Tanya Joan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PLOWRIGHT, Susan Jane","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PLUMRIDGE, Gary David","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","POLLEY, Helen Beatrice","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PORTELLI, Luke John Timothy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","POTTER, Mark Andrew","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","POULARAS, Emmanuel Michael","4010","0","0","0","4010","0","0"
"2010 Federal election","Candidate","POULSEN, Ronald Charles","178","0","0","0","178","0","0"
"2010 Federal election","Candidate","POUNDER, William James","3165","0","0","0","3165","0","0"
"2010 Federal election","Candidate","POWELL, Brendan James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PRENTICE, Brendon Phillip","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PRENTICE, Jane","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PRIEST, Venus","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PUKALLUS, Janet Elizabeth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PUNSHON, Michael John","1076","0","628","448","0","0","0"
"2010 Federal election","Candidate","PURCELL, James Desmond","5700","0","5000","0","700","0","0"
"2010 Federal election","Candidate","PUTRAL, Reinhart","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PYKE, John Richard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PYKE, Peter Malcolm","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","PYNE, Christopher Maurice","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","QUILTY, Olga","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","QUILTY, Timothy Jamin","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAASSINA, Melissa Leigh","578","0","0","0","578","0","0"
"2010 Federal election","Candidate","RAGUSE, Brett Blair","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAINEY, James Alexander George","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAINSFORD, Katrina Ann","11482","2989","2752","0","5741","0","0"
"2010 Federal election","Candidate","RAMSAY, Andrew William John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAMSEY, Rowan Eric","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RANDALL, Donald James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RANDALL, Robert John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAPP, Moyna Frances Judith","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RATCLIFFE, Ruth Clare","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RAYE, Susan Margaret","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RE, Elizabeth","10987","0","960","2772","0","7255","0"
"2010 Federal election","Candidate","REA, Kerry Marie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","READING, Scott Grant","12000","10500","0","1500","0","0","0"
"2010 Federal election","Candidate","REARDON, Trent","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REECE, John Raymond","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REEVES, Matthew Robert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REID, Arianwen Isobel","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REIHER, James Kenneth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REILLY, Neil Ernest","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RESCE, Meredith Ella","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","REVIE, Alan Bruce","500","0","0","0","500","0","0"
"2010 Federal election","Candidate","REVINK, Franz Josef","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RHIANNON, Lee","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RICE, Janet Elizabeth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RICH, Wayne Roderick","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RICHARDSON, Hamish Norman Boyd","270","0","120","0","150","0","0"
"2010 Federal election","Candidate","RICKARD, Scott Ian","7837","1298","4234","0","2305","0","0"
"2010 Federal election","Candidate","RILEY, Mark Gerard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RILEY, Wayne Gregory","680","0","0","0","680","0","0"
"2010 Federal election","Candidate","RIPOLL, Bernard Fernand","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RISHWORTH, Amanda Louise","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RIVENDELL, Julie Anita","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROACH, Brianna Adele","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBB, Andrew John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBERT, Stuart Rowland","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBERTON, Paul Richard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBERTS, Susan Ingrid","2868","0","0","0","2868","0","0"
"2010 Federal election","Candidate","ROBERTSON, Debra May","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBERTSON, Matthew Kyle","7395","0","0","0","7395","0","0"
"2010 Federal election","Candidate","ROBERTSON, Robyn Leanne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBERTSON, Scott James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBINSON, Anthony John","1400","0","800","0","600","0","0"
"2010 Federal election","Candidate","ROBINSON, David Leonard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBINSON, Jean Helen","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROBJOHNS, Andrew","13000","0","9000","0","4000","0","0"
"2010 Federal election","Candidate","RODEN, Duncan Alexander","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROMANO, Karen Ann","43258","16640","660","5401","18524","2033","0"
"2010 Federal election","Candidate","ROMANS, Gregory","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RONALDSON, Michael John Clyde","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSE, Emma-Kate","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSE, Ian Gregory","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSE, Linda Dorothy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSE, Michael Eric","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSE, Ruth Jasemin","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSIN, Darryl Charles","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROSS, Stephen Macgregor","500","0","0","0","500","0","0"
"2010 Federal election","Candidate","ROSSITER, Ian Leslie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROWLAND, Michelle Anne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROXON, Nicola Louise","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","ROY, Wyatt Beau","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RUBENACH, Michael John","3575","0","2475","0","1100","0","0"
"2010 Federal election","Candidate","RUDD, Kevin Michael","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RUDD, Van Thanh","1000","0","300","0","500","200","0"
"2010 Federal election","Candidate","RUDDOCK, Philip Maxwell","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RUSSELL, Paul","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RYAN, Maurie Japarta","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","RYDER, Damon Andrew","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SACKLEY, Jeanette Ivy","9175","0","5096","0","4079","0","0"
"2010 Federal election","Candidate","SADAUSKAS, Andrius Jonas","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SAFFIN, Janelle Anne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SALERNO, Thomas","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SALU, Peter Martin","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SAMPSON, Megan Anne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SANSBURY, Tauto","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SANTOS, Michael James","759","0","0","0","759","0","0"
"2010 Federal election","Candidate","SARAZEN, Constantine","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SARGENT, Glenn Robert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SARRE, Warwick Turner","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SAUNDERS, Ewan Alexander","600","0","0","0","600","0","0"
"2010 Federal election","Candidate","SAUNDERS, Michael William","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SAVILLE, Robin Gerard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCALLAN, Patrick Michael","500","0","0","0","500","0","0"
"2010 Federal election","Candidate","SCATES, Robert Geoffrey","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCAYSBROOK, Peter William","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCEATS, Rosemary Elizabeth","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCHUBACK, Peter Keith","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCHULTZ, Albert John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCHULTZ, Patricia Cecilia","140","0","0","0","140","0","0"
"2010 Federal election","Candidate","SCOTT, Bruce Craig","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCOTT, Duncan George","25","0","25","0","0","0","0"
"2010 Federal election","Candidate","SCOTT, Fiona Meryl","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCOTT-IRVING, Stewart Gordon","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SCULLION, Nigel Gregory","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SEATON, Fiona Strickland","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SECKER, Patrick Damien","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SEKFY, Paul Albert","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SEKHON, Gurmeet Manfred Singh","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SELBY, Noel Stanley","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SETTERBERG, Graham Charles","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SEVILOGLOU, Abraham","1250","0","656","0","587","7","0"
"2010 Federal election","Candidate","SEYMOUR, Patricia Joan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SGARLATA, Joseph","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHAILER, William George","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHARAH, Alexander Anthony","2508","0","0","0","0","2508","0"
"2010 Federal election","Candidate","SHARMA, Mayank","300","0","170","0","60","70","0"
"2010 Federal election","Candidate","SHARRAD, Scott James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHAW, Barbara Rachel","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHAW, Brian William","400","0","0","0","400","0","0"
"2010 Federal election","Candidate","SHEA, Glenn","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHEEHAN, Paul Francis","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHEEN, Timothy Eugene","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHEIL, Patrick Kirkman","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHELTON, Peter Aaron","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHNOOKAL, Liezl Emilie","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHORTEN, William Richard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SHUREY, Lindsay Jane","7578","0","0","1522","6056","0","0"
"2010 Federal election","Candidate","SHUTT, Seranna Jane","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SIDEBOTTOM, Peter Sid","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SIEWERT, Rachel Mary","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SIMPKINS, Cameron John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SIMPKINS, Luke Xavier Linton","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SINGH, Lisa Maria","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SKILLITZI, Stephen Theodore","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SLIPPER, Peter Neil","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Anthony David Hawthorn","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, David Charles","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Elizabeth Edith","883","0","0","0","883","0","0"
"2010 Federal election","Candidate","SMITH, Glenice Dianne","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Gregory Owen","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Mark Leslie Chapman","2550","2200","0","0","250","100","0"
"2010 Federal election","Candidate","SMITH, Reade Adam","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Stephen Francis","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Stuart Bruce","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Tarnya Lisa","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITH, Timothy Luke","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITHIES, Kenneth Frederick","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SMITHSON, Neil Ramsay","6265","0","165","0","6100","0","0"
"2010 Federal election","Candidate","SMYTH, Laura Mary","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SNOWDON, Warren Edward","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SOLIN, Rodney John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SOMLYAY, Alexander Michael","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SOURIS, George","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SOUTHCOTT, Andrew John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SOWDEN, Gregory Keith","19963","0","15592","0","4371","0","0"
"2010 Federal election","Candidate","SPAIN, Sally Maree","540","0","0","0","540","0","0"
"2010 Federal election","Candidate","SPENCER, Mary Leona","10","0","0","0","10","0","0"
"2010 Federal election","Candidate","SPENCER, Paul Jay","5","0","0","0","5","0","0"
"2010 Federal election","Candidate","SPIGHT, Paul Michael","7672","0","0","0","4571","3101","0"
"2010 Federal election","Candidate","SPRAGG, William Clark","4218","0","1405","0","2130","683","0"
"2010 Federal election","Candidate","ST JOHN-WOOD, Neville James","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STEELE, Christopher James Alexander","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STEFANAC, Jennifer Susan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STEINECK, Rosemary Frances Capon","134","0","0","0","7","127","0"
"2010 Federal election","Candidate","STEPHEN, Joseph","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STERLE, Glenn","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STEVENS, Criselee","250","0","0","0","250","0","0"
"2010 Federal election","Candidate","STEVENSON, Paul Joseph","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STEWART, Robert Gordon","1628","0","1386","0","0","242","0"
"2010 Federal election","Candidate","STIELER, Timothy Dean","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STIRLING, Jennifer","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STITT, Peter Henry","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STOKES, Geoffrey Donald","953","0","0","0","953","0","0"
"2010 Federal election","Candidate","STOKES, Linden Harold","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STONE, Sharman Nancy","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STORER, Gregory Paul John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STOVE, Michael Joseph","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STRATON, Ivan","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","STRAUSS, David Garnett Angrave","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SUDHOLZ, Judith Faye","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SULLIVAN, Jonathan Harold","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SUMMERVILLE, Merle Desley","736","0","86","0","650","0","0"
"2010 Federal election","Candidate","SWAN, Wayne Maxwell","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SWANE, Gregory Francis","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SWIFT, Harriett","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","SYMON, Michael Stuart","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TAKACS, George Julien","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TANDA, Amarjit Singh","1350","0","0","0","1200","150","0"
"2010 Federal election","Candidate","TAYLER, James Grahame","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TAYLOR, Matthew Howard","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TAYLOR, Paul William","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TAYLOR, Peter John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TEASDALE, Dean Matthew John","0","0","0","0","0","0","0"
"2010 Federal election","Candidate","TEHAN, Daniel Thomas","0","0","0","0","0","0","0"
